MOLECULE_NAME,y_true,y_pred,residual,std_residual,leverage
59-46-1,1.953,1.6994332,0.253566792,0.442346074,0.436238453
59-50-7,3.1,2.2436128,0.856387234,1.493963491,0.109230752
59-67-6,-0.391,0.015054494,-0.406054494,-0.70836015,0.316605974
590-01-2,2.67,2.139315,0.53068511,0.925777672,0.121186869
590-86-3,1.405,1.2357203,0.169279723,0.295307679,0.263696221
591-17-3,3.41,2.946398,0.46360198,0.808751469,0.052018077
591-20-8,2.63,3.0604963,-0.43049633,-0.750998818,0.106995175
591-31-1,1.71,1.9420078,-0.23200778,-0.404736478,0.445373894
591-35-5,3.62,2.9467373,0.673262711,1.174503624,0.135188454
591-50-4,3.25,2.9682038,0.281796217,0.491592172,0.367874082
591-78-6,1.38,1.4371201,-0.05712008,-0.09964571,0.205173559
591-87-7,0.97,0.8858718,0.084128172,0.1467612,0.137576058
592-41-6,3.39,3.4851062,-0.09510623,-0.165912369,0.088881444
592-76-7,3.99,4.06487,-0.074869881,-0.130610154,0.071352399
592-84-7,1.32,1.9258258,-0.605825834,-1.056860311,0.095177266
592-88-1,2.61,2.1017375,0.508262501,0.886661536,0.348213788
593-45-3,2.3,5.1614966,-2.861496639,-4.991867395,0.066814977
593-60-2,1.57,1.1870021,0.382997937,0.668138096,0.116530773
595-41-5,1.67,1.7702093,-0.100209312,-0.174814673,0.199091986
595-46-0,0.39,0.40897948,-0.018979475,-0.033109606,0.642682857
598-75-4,1.28,1.7099577,-0.429957719,-0.750059213,0.123655002
5989-54-8,4.57,4.306584,0.263416119,0.459528177,0.182079082
599-64-4,3.7,3.9854038,-0.285403776,-0.497885542,0.169197001
60-00-4,0.13,-0.5887161,0.71871609,1.25379683,0.699527393
60-01-5,2.54,2.412031,0.127969065,0.22324143,0.416739292
60-12-8,1.37,1.9413021,-0.571302061,-0.996633752,0.093885945
60-18-4,-0.753,-0.8905328,0.137532792,0.239925306,0.341500374
60-24-2,-0.056,-0.096092105,0.040092105,0.069940488,0.050234351
60-27-5,-1.76,-0.6792213,-1.080778728,-1.885413394,0.280656433
60-29-7,0.89,0.30201963,0.587980374,1.02572899,0.234793863
60-33-3,7.05,6.667905,0.382095146,0.666563181,0.456909428
60-34-4,-1.05,-0.17717423,-0.872825775,-1.522640448,0.118374507
60-35-5,-1.26,0.31029186,-1.570291857,-2.73936674,0.119030363
60-54-8,-1.335,-1.2904295,-0.044570527,-0.077753074,0.999217527
60-87-7,4.673,4.222233,0.450767181,0.786361223,0.368903143
602-01-7,2.09,1.8087382,0.281261768,0.490659829,0.128880667
602-87-9,3.85,3.4428504,0.407149649,0.710270642,0.396782914
603-34-9,5.74,5.139616,0.600383987,1.047367035,0.493529894
6032-29-7,1.22,0.89308995,0.32691005,0.570293041,0.09440581
604-35-3,7.2,7.3881297,-0.188129711,-0.328191394,0.464954902
606-20-2,2.075,1.9062706,0.168729377,0.294347602,0.170955101
606-45-1,2.04,2.1952934,-0.155293427,-0.27090865,0.143452388
608-25-3,0.183,0.85784477,-0.67484477,-1.177263519,0.563432338
608-33-3,3.36,3.638329,-0.278329029,-0.485543679,0.169335759
608-66-2,-3.1,-3.038762,-0.061237907,-0.106829241,0.217798824
608-71-9,5.65,3.0608094,2.589190626,4.516830839,0.12199165
608-93-5,5.105,3.7232764,1.381723623,2.410410346,0.065079841
609-15-4,1.2,1.111721,0.088278961,0.154002232,0.194467628
609-19-8,4.01,2.903482,1.10651804,1.930315503,0.125573239
609-89-2,1.91,1.6587416,0.251258407,0.438319106,0.099775869
61-90-5,-1.52,-1.4593403,-0.060659666,-0.105820501,0.263818243
610-39-9,2.04,2.1087377,-0.068737707,-0.119912606,0.123475336
610-81-1,1.01,1.9916056,-0.981605639,-1.71240641,0.158389276
611-06-3,3.085,2.8960586,0.188941441,0.329607452,0.059462918
611-15-4,3.58,3.8086028,-0.22860281,-0.398796524,0.122770368
611-19-8,3.32,2.5458846,0.774115391,1.350440649,0.117658257
614-45-9,3,3.372724,-0.372724056,-0.650215359,0.142167136
614-47-1,4.018,4.0140204,0.003979557,0.006942318,0.267839166
615-58-7,3.22,2.8342872,0.385712833,0.672874219,0.115617501
615-67-8,1.4,2.010553,-0.610552883,-1.065106626,0.121264631
615-74-7,2.9,2.3375506,0.56244936,0.981190256,0.078980885
616-38-6,0.354,0.42780682,-0.073806824,-0.128755657,0.154887475
616-86-4,2.38,2.3857436,-0.005743618,-0.010019715,0.168795309
617-35-6,0.435,0.7604402,-0.325440171,-0.567728843,0.203775364
62-23-7,1.89,1.6071881,0.282811894,0.493364016,0.670284976
62-44-2,1.58,2.0415,-0.461500092,-0.805084734,0.300001103
62-53-3,0.91,1.2107671,-0.30076715,-0.524686875,0.224449508
62-56-6,-1.08,0.27550977,-1.355509775,-2.364680411,0.225956073
62-73-7,1.44,1.2288145,0.211185517,0.368412139,0.237890319
620-17-7,2.4,2.3290265,0.070973539,0.123813005,0.167025931
620-79-1,2.52,2.631869,-0.111869078,-0.195155079,0.250569441
620-92-8,2.91,3.206982,-0.296981897,-0.51808352,0.395119925
622-24-2,2.95,2.961873,-0.011873055,-0.020712488,0.095628101
622-45-7,2.64,2.5649645,0.075035467,0.130899019,0.12785412
622-62-8,1.81,2.0398846,-0.229884567,-0.401032544,0.15451172
622-97-9,3.465,3.3895838,0.075416174,0.13156316,0.153583523
623-05-2,0.25,0.8021746,-0.552174628,-0.963266035,0.15775978
623-37-0,1.65,1.5073371,0.142662907,0.248874768,0.159650076
623-42-7,1.29,1.301232,-0.01123198,-0.019594137,0.079142664
623-91-6,2.12,2.4741414,-0.354141359,-0.617797932,0.320560292
624-24-8,1.96,1.8271998,0.132800183,0.231669294,0.072576335
624-49-7,0.74,1.2675195,-0.527519474,-0.920255235,0.154265486
624-89-5,1.54,0.86152077,0.678479233,1.183603822,0.111145315
624-92-0,1.77,1.3879107,0.382089276,0.666552941,0.086994061
625-33-2,0.52,0.60294247,-0.082942467,-0.144692742,0.184020538
625-80-9,2.84,3.217605,-0.377605114,-0.658730341,0.121866938
625-98-9,2.76,2.3774834,0.382516632,0.667298461,0.118708837
626-27-7,5.58,5.4386163,0.141383724,0.24664324,0.187078575
626-93-7,1.76,2.0590034,-0.299003353,-0.52160994,0.084866373
627-13-4,1.74,0.7440029,0.995997121,1.737512282,0.135354361
627-93-0,1.03,1.7531157,-0.723115654,-1.261471849,0.162448712
628-63-7,2.26,2.1389482,0.121051798,0.211174291,0.08119248
6283-25-6,2.23,1.640383,0.589616995,1.028584067,0.133860984
629-11-8,-0.055,0.07232,-0.127319999,-0.222109139,0.13441381
629-14-1,0.66,0.7376365,-0.077636507,-0.13543652,0.19695986
629-59-4,7.2,7.107184,0.092816067,0.161917191,0.046283553
629-73-2,8.063,7.661717,0.401283062,0.70003641,0.068292786
629-96-9,8.025,8.132201,-0.107201195,-0.187011979,0.081820107
629-97-0,6,6.2002163,-0.200216293,-0.34927638,0.110789997
5.03.6290,-0.9,-0.7299519,-0.170048082,-0.296648077,0.101960669
63-74-1,-0.68,0.0496662,-0.7296662,-1.272899245,0.135479987
630-20-6,2.66,1.0877856,1.572214398,2.742720605,0.999217527
632-99-5,1.36,1.9004898,-0.540489807,-0.94288192,0.999217527
2.03.6320,1.96,2.877715,-0.917715111,-1.600949684,0.046437015
633-03-4,0.765,0.5289913,0.236008718,0.411716096,0.468880666
6334-18-5,2.6,2.7752607,-0.175260687,-0.305741442,0.335923114
634-66-2,4.64,3.2316215,1.408378496,2.456909646,0.037496467
634-90-2,4.66,3.3616424,1.298357639,2.26497878,0.059016792
635-22-3,2.06,2.149833,-0.089832964,-0.156713182,0.085542667
635-51-8,1.03,0.93794465,0.092055349,0.160590123,0.617272692
6359-85-9,-0.8,-0.42140022,-0.378599781,-0.660465532,0.35551654
6362-80-7,6.2,5.704285,0.495714855,0.864772228,0.198358108
638-49-3,2.786,2.5558445,0.230155455,0.401505105,0.110027283
64-13-1,1.77,2.1581168,-0.388116817,-0.677067958,0.240921162
64-17-5,-0.313,0.626509,-0.939509011,-1.638969039,0.129332844
64-18-6,-0.54,0.42746294,-0.967462935,-1.687734529,0.065367085
64-19-7,-0.17,0.12838274,-0.298382742,-0.520527287,0.116658221
64-67-5,1.14,1.3000894,-0.160089359,-0.279275132,0.209090957
64-86-8,1.03,1.1340743,-0.10407433,-0.181557179,0.545152253
6408-78-2,-0.09,0.24211599,-0.332115989,-0.579374777,0.491604343
6428-31-5,-1.5,-1.4989866,-0.001013398,-0.001767868,0.731961056
643-58-3,4.14,4.266113,-0.126112804,-0.220003193,0.149464291
644-08-6,4.63,3.6813264,0.948673611,1.654956641,0.115183745
644-35-9,2.93,3.0573692,-0.127369232,-0.222195025,0.101901684
645-56-7,3.2,2.7370265,0.462973547,0.80765517,0.169037509
6485-40-1,2.71,2.6773293,0.032670698,0.056993879,0.2664928
65-45-2,1.28,1.1759456,0.10405436,0.181522341,0.153485419
65-82-7,-0.03,-0.43742734,0.407427342,0.710755077,0.237674558
65405-77-8,4.8,4.440597,0.359402943,0.626976739,0.273746859
657-84-1,-3.18,-0.300672,-2.879328005,-5.022974129,0.084661186
66-23-9,-3.61,-2.725645,-0.884354935,-1.542753014,0.413390836
66-25-1,1.78,2.2769613,-0.496961327,-0.866946691,0.213328778
66-71-7,1.78,1.8968637,-0.116863699,-0.203868172,0.712398354
66-76-2,2.413,2.3340926,0.078907383,0.137653558,0.733883295
661-19-8,8.3,7.271414,1.028586197,1.794363771,0.109058006
6635-20-7,2,1.5037619,0.496238112,0.865685047,0.704619358
6640-27-3,2.65,2.5274231,0.122576857,0.213834748,0.087181048
6683-19-8,1.36,1.849136,-0.489135995,-0.853295437,0.867717984
67-45-8,0.273,0.4270812,-0.154081198,-0.268793923,0.223407734
67-52-7,-1.47,-0.5035306,-0.966469378,-1.686001274,0.999217527
67-56-1,-0.76,-0.25314227,-0.506857733,-0.884210925,0.073683363
67-63-0,0.05,0.807056,-0.75705601,-1.320680639,0.066744413
67-64-1,-0.24,0.90776294,-1.147762945,-2.002267045,0.19526369
67-66-3,1.97,1.9194748,0.05052516,0.088140903,0.03362509
67-68-5,-1.35,-0.39087936,-0.959120637,-1.673181429,0.213722839
67-71-0,-1.41,-0.36897594,-1.041024063,-1.816061569,0.24134334
67-72-1,4.02,1.7586129,2.261387129,3.944979184,0.478719047
6740-88-1,2.18,2.344023,-0.164022989,-0.286137331,0.21165412
6742-54-7,8.14,7.9779444,0.162055626,0.282705275,0.068293318
676-22-2,5.5,4.5371084,0.962891579,1.679759819,0.758373715
68-12-2,-0.975,0.4235895,-1.398589498,-2.439832784,0.243802556
68-26-8,5.68,5.8585563,-0.178556271,-0.311490572,0.450223917
688-84-6,4.37,4.9543376,-0.584337597,-1.019374183,0.110917921
3.02.6893,1.96,1.8931135,0.066886506,0.116683194,0.92772294
69-65-8,-3.1,-3.038762,-0.061237907,-0.106829241,0.217798824
69-72-7,2.245,1.695172,0.549828048,0.959172437,0.197157531
69-89-6,-0.73,-0.86763966,0.137639661,0.240111739,0.999217527
691-37-2,3.375,3.4313016,-0.056301594,-0.098217865,0.130094427
6920-22-5,0.58,0.65422654,-0.074226542,-0.129487852,0.08093071
693-54-9,3.73,3.438785,0.291214924,0.508023062,0.132873799
695-12-5,5.01,4.761763,0.248236904,0.433048109,0.17689924
696-29-7,6,4.9987226,1.001277447,1.746723785,0.142856743
6972-71-0,2.07,1.6329827,0.437017269,0.762374565,0.184167796
6976-93-8,1.551,1.1616877,0.389312268,0.679153416,0.143628151
70-30-4,7.23,6.08782,1.142179947,1.992527532,0.765058884
70-34-8,1.5,2.0113418,-0.51134181,-0.892033377,0.118392358
70-55-3,0.82,0.78959954,0.030400462,0.053033463,0.119194406
708-06-5,6,4.268306,1.731694221,3.020932404,0.332167975
71-00-1,-3.32,-2.5346076,-0.785392351,-1.370113253,0.999217527
71-41-0,1.51,1.7858356,-0.275835624,-0.481193945,0.051402406
71-43-2,2.13,3.2032773,-1.073277349,-1.872327276,0.047188707
71-55-6,2.49,1.3791966,1.110803356,1.937791217,0.350980527
7116-95-2,5.51,4.833099,0.676901112,1.180850798,0.140233274
712-50-5,3.7,3.4945724,0.205427599,0.358367478,0.518548226
719-22-2,4.42,3.834408,0.585591955,1.021562405,0.448765722
719-59-5,3.16,3.6705258,-0.510525789,-0.890609832,0.252486444
72-18-4,-2.26,-1.929598,-0.330402026,-0.576384777,0.293174624
72-48-0,2.91,3.0139732,-0.103973236,-0.18138082,0.636497454
72-69-5,4.37,4.328127,0.041873093,0.073047413,0.271012596
723-46-6,0.827,0.9279596,-0.100959621,-0.176123583,0.704619358
73-22-3,-1.06,-0.8417531,-0.218246875,-0.380730644,0.225900634
73-24-5,-0.09,0.6224662,-0.712466207,-1.242893938,0.59982058
732-11-6,2.89,2.6129014,0.277098551,0.483397115,0.365746797
732-26-3,6.06,5.412081,0.647919235,1.130292051,0.322098342
7365-45-9,-3.85,-3.9274552,0.077455187,0.135120208,0.449803559
74-11-3,2.65,2.329079,0.320921087,0.559845324,0.120327822
74-88-4,1.51,1.8828677,-0.372867694,-0.650465934,0.054552822
74-95-3,1.79,1.1923169,0.59768311,1.042655368,0.059709745
74-96-4,1.61,1.1889148,0.421085224,0.734581188,0.043931587
74-97-5,1.41,0.13949724,1.270502765,2.216386082,0.060323682
7452-79-1,2,2.1664217,-0.166421652,-0.290321787,0.16107395
7473-98-5,1.62,2.101147,-0.481146936,-0.839358562,0.193288542
7493-74-5,2.33,2.2813778,0.048622208,0.084821212,0.371532684
75-01-4,1.46,1.2611269,0.198873124,0.346933227,0.123737657
75-03-6,2,1.972072,0.027927995,0.048720255,0.088844221
75-05-8,-0.32,0.8344189,-1.154418893,-2.013878315,0.999217527
75-07-0,-0.017,0.14250986,-0.159509863,-0.278264204,0.263666281
75-08-1,1.5,1.3414886,0.1585114,0.27652239,0.05644806
75-09-2,1.25,1.1923169,0.05768311,0.100627914,0.059709745
75-12-7,-1.51,-0.3861705,-1.123829494,-1.960515252,0.427759482
75-18-3,0.84,0.92017543,-0.080175433,-0.139865665,0.189671587
75-25-2,2.39,1.9194748,0.47052516,0.820828923,0.03362509
75-26-3,2.14,1.8681167,0.271883264,0.474299071,0.120409966
75-27-4,2,0.7451531,1.254846871,2.18907445,0.051562432
75-29-6,1.9,1.6849742,0.215025806,0.375111505,0.109920549
75-34-3,1.795,1.629458,0.165542049,0.288787325,0.101338245
75-35-4,2.27,1.463444,0.806556005,1.407033149,0.124103522
75-36-5,-0.47,1.3793133,-1.84931335,-3.226118419,0.051182905
75-52-5,-0.35,0.043156303,-0.393156303,-0.685859318,0.078893065
75-56-9,0.03,-0.029334327,0.059334327,0.103508454,0.200114788
75-61-6,1.99,2.0112426,-0.021242628,-0.037057665,0.029531729
75-64-9,0.4,1.5673077,-1.167307711,-2.036362797,0.163024833
75-65-0,0.333,1.4357734,-1.102773373,-1.923782949,0.157582245
75-69-4,2.53,2.0112426,0.518757372,0.904969789,0.029531729
75-83-2,3.82,3.6767159,0.143284149,0.249958523,0.151603992
75-85-4,0.89,1.4314524,-0.541452394,-0.944561147,0.12874749
75-91-2,0.846,1.31101,-0.465010003,-0.811207758,0.134869038
75-97-8,1.2,1.5854301,-0.385430145,-0.672381071,0.999217527
7534-94-3,5.09,5.343375,-0.253375206,-0.442011852,0.248676927
76-01-7,3.445,2.2419016,1.203098364,2.098799423,0.856161777
76-03-9,1.453,0.6662841,0.786715916,1.372422205,0.313799597
76-05-1,-2.1,0.48260695,-2.582606947,-4.505345642,0.128945431
76-13-1,3.23,1.7767309,1.453269105,2.535221101,0.025398217
76-22-2,2.38,2.2829537,0.097046261,0.169296744,0.999217527
760-23-6,2.37,1.4678762,0.902123804,1.573750723,0.147302139
763-32-6,0.89,1.1263163,-0.236316309,-0.412252687,0.135759849
765-69-5,-0.8,0.17494169,-0.974941689,-1.700781179,0.509412005
768-94-5,2.393,2.3145108,0.078489178,0.136924,0.410328523
769-78-8,2.8,2.1584868,0.641513157,1.119116677,0.266315124
77-09-8,2.41,2.6153443,-0.205344286,-0.358222139,0.50784287
77-47-4,4.52,3.2138715,1.306128521,2.278535046,0.350857381
77-73-6,2.78,2.9974027,-0.217402668,-0.379257929,0.36410857
77-78-1,0.16,0.3516478,-0.191647794,-0.334328673,0.285524711
77-79-2,1,1.8453696,-0.845369577,-1.474743242,0.278109713
77-83-8,2.6,2.5701032,0.029896832,0.052154882,0.146595857
77-85-0,-1.105,-0.44800228,-0.656997721,-1.146129427,0.301775941
77-90-7,4.92,4.5226173,0.39738266,0.693232177,0.38392467
77-92-9,-1.655,-1.7019933,0.046993346,0.081979671,0.400912582
77-93-0,0.71,0.22987561,0.480124391,0.837574736,0.337636699
770-35-4,1.5,1.9145858,-0.414585829,-0.723243023,0.145930899
7731-29-5,1.79,1.9564079,-0.166407905,-0.290297805,0.118079975
7756-96-9,3.69,3.2971058,0.392894211,0.685402098,0.253012001
776-34-1,1.77,2.026252,-0.256252031,-0.44703046,0.321888299
7779-31-9,5.25,4.758529,0.491470814,0.857368517,0.296571916
78-40-0,0.8,1.7301663,-0.930166316,-1.622670752,0.213037193
78-44-4,2.1,2.3707428,-0.270742798,-0.472309534,0.370907185
78-59-1,1.69,2.0355542,-0.345554171,-0.602817621,0.38877101
78-69-3,3.6,3.7067351,-0.106735134,-0.186198938,0.188821667
78-70-6,2.97,2.7602627,0.209737272,0.365885683,0.309433174
78-78-4,4,3.334886,0.665113926,1.160288108,0.1302727
78-79-5,2.36,2.305628,0.054371939,0.094851591,0.166621096
78-81-9,0.73,0.9554174,-0.225417395,-0.393239582,0.117127789
78-82-0,0.46,1.5852938,-1.12529377,-1.963069676,0.098981334
78-83-1,0.773,1.7670746,-0.994074585,-1.734158426,0.091937423
78-84-2,0.985,1.0149881,-0.029988065,-0.052314038,0.534327809
78-85-3,0.9,1.2058431,-0.305843091,-0.53354183,0.367546044
78-87-5,2,0.623075,1.376924992,2.402039155,0.069171364
78-90-0,-1.8,-1.0563636,-0.743636417,-1.297270224,0.139227163
78-92-2,0.607,0.98461413,-0.377614134,-0.658746076,0.119063465
78-93-3,0.29,0.31032816,-0.020328156,-0.035462372,0.348935885
78-94-4,0.117,1.0315403,-0.914540275,-1.595411197,0.183425157
78-95-5,0.28,0.5194683,-0.239468307,-0.417751333,0.238938584
78-96-6,-0.973,-0.52636385,-0.44663615,-0.779154658,0.100586881
78-98-8,-1.28,-0.32187298,-0.958127021,-1.67144807,0.486175722
78-99-9,2.3,1.3259653,0.974034715,1.699198967,0.179639583
781-43-1,5.69,5.1178503,0.572149696,0.998112448,0.492011921
79-00-5,2.12,0.58339864,1.53660136,2.680593827,0.126769262
79-01-6,2.515,1.4290131,1.085986867,1.894498969,0.045527386
79-06-1,-0.707,0.90600973,-1.613009734,-2.813887875,0.180244313
79-08-3,0.41,0.31392872,0.096071277,0.167595889,0.189024486
79-09-4,0.33,0.06755279,0.26244721,0.45783792,0.215640405
79-10-7,0.353,1.3942019,-1.041201875,-1.816371761,0.29757304
79-11-8,0.26,0.9511922,-0.6911922,-1.205781534,0.999217527
79-20-9,0.18,0.47578058,-0.295780576,-0.515987821,0.111143708
79-24-3,0.19,0.7438907,-0.553890703,-0.966259719,0.073665204
79-27-6,2.8,1.3680058,1.431994247,2.498107213,0.144198389
79-29-8,3.42,2.5414662,0.878533764,1.532598009,0.367416847
79-34-5,2.39,1.1658106,1.224189415,2.135592662,0.409820808
79-46-9,0.93,1.7125665,-0.782566495,-1.365183561,0.856161777
79-74-3,3.3,3.6233478,-0.323347759,-0.564078641,0.56526341
79-92-5,4.16,3.8741503,0.285849724,0.498663495,0.269729227
79-97-0,4.11,4.0044007,0.10559927,0.184217428,0.364701251
80-00-2,3.25,3.4788778,-0.228877783,-0.399276213,0.170738551
80-05-7,3.32,3.6527545,-0.332754545,-0.580488735,0.279091863
80-07-9,3.9,4.0902524,-0.190252399,-0.331894414,0.28167598
80-08-0,0.78,0.51341313,0.266586869,0.465059536,0.473444721
80-40-0,1.81,1.9864855,-0.176485481,-0.30787809,0.124573714
80-46-6,3.83,3.6382284,0.191771584,0.334544623,0.227825173
80-48-8,1.88,1.2985017,0.58149827,1.01442099,0.161961767
80-56-8,4.83,4.7154975,0.114502506,0.199749082,0.203823867
80-62-6,1.38,1.3192518,0.060748224,0.105974991,0.092786477
81-07-2,0.91,2.124334,-1.214334097,-2.118400106,0.126216951
81-16-3,-1.16,0.42234153,-1.582341526,-2.76038733,0.848923779
81-64-1,4.16,3.84525,0.314750109,0.549080081,0.999217527
81-81-2,2.675,2.6836135,-0.008613539,-0.015026278,0.707583312
818-61-1,-0.21,-0.101675,-0.108325004,-0.188972458,0.137195899
82-44-0,3.98,3.9903648,-0.01036479,-0.018081327,0.295200263
82-58-6,-0.24,-0.09406914,-0.145930862,-0.2545757,0.617272692
82-68-8,4.495,3.605201,0.889798994,1.55225015,0.089693575
821-55-6,3.14,3.0911112,0.048888817,0.08528631,0.130907399
823-36-9,0.3,0.80613405,-0.506134045,-0.882948455,0.515115512
82799-44-8,6.267,5.6211386,0.645861427,1.126702215,0.3001618
83-12-5,2.75,2.4476407,0.302359343,0.527464447,0.392830971
83-32-9,3.91,3.7064242,0.203575764,0.35513696,0.294923961
83-56-7,1.82,2.171982,-0.35198205,-0.614031026,0.842616203
83-79-4,4.1,3.9431283,0.156871653,0.273661858,0.702321239
830-13-7,4.1,4.2416716,-0.141671562,-0.247145372,0.310593617
836-30-6,3.82,2.940296,0.879704065,1.534639594,0.174452949
83834-59-7,6,5.548782,0.451218128,0.787147897,0.204431441
83846-85-9,5.89,5.4628377,0.427162304,0.745182625,0.289762085
84-11-7,2.52,3.145072,-0.625071983,-1.090435128,0.578357374
84-15-1,5.28,5.192737,0.087262897,0.152229713,0.288779272
84-54-8,3.406,3.6402478,-0.234247822,-0.408644221,0.318278521
84-61-7,5.21,5.019738,0.190261803,0.331910818,0.442251908
84-65-1,3.39,3.8510559,-0.461055861,-0.804309775,0.663943068
84-66-2,2.47,2.8214593,-0.351459293,-0.61311908,0.18944945
84-69-5,4.11,3.9421086,0.167891369,0.292885701,0.377273174
84-74-2,4.573,4.2812705,0.291729496,0.50892073,0.284562804
840-65-3,3.5,3.3501868,0.149813175,0.261348378,0.342946142
846-49-1,2.945,3.4562497,-0.511249714,-0.891872715,0.37772231
85-01-8,4.46,5.079881,-0.619881191,-1.081379815,0.507857707
85-36-9,1.04,0.93323934,0.106760659,0.186243467,0.572076817
85-44-9,1.6,1.6751341,-0.075134063,-0.131071018,0.373048312
85-68-7,4.75,4.5991316,0.150868416,0.26318924,0.250077598
85-79-0,4.333,4.3283234,0.004676636,0.008158369,0.510335876
85-91-6,2.947,2.3082476,0.638752434,1.114300609,0.168508609
86-57-7,3.19,3.2015429,-0.011542854,-0.020136455,0.240953045
86-73-7,4.18,3.9648278,0.215172224,0.37536693,0.248946347
860-22-0,-3.57,-2.5526693,-1.017330713,-1.774728632,0.737362193
868-77-9,0.445,0.5603592,-0.11535918,-0.201243546,0.154539771
87-08-1,1.745,1.7189757,0.026024337,0.045399333,0.381053155
87-22-9,4.8,4.439623,0.360377121,0.628676188,0.185856311
87-25-2,2.57,2.5347996,0.035200424,0.061406974,0.236647985
87-61-6,4.05,3.2170625,0.832937527,1.453055588,0.048431565
87-65-0,2.75,2.5320957,0.217904329,0.380133075,0.138273683
87-66-1,0.985,0.85624325,0.128756747,0.224615538,0.346868545
87-68-3,4.84,2.2106285,2.62937149,4.586926167,0.062392728
87-82-1,6.07,3.104463,2.9655369,5.173365138,0.087560779
87-83-2,5.43,3.7176504,1.712349586,2.98718578,0.119713226
87-86-5,5.083,3.0563288,2.026671227,3.535518399,0.11926394
872-05-9,6.85,6.0182686,0.831731415,1.450951531,0.056664789
872-36-6,0.437,1.7626086,-1.325608647,-2.312518035,0.054179316
872-50-4,-0.38,-0.44393095,0.063930954,0.111527247,0.177164266
872-93-5,-0.4,0.41040942,-0.810409421,-1.413755413,0.162008281
873-75-6,1.59,2.1639452,-0.573945198,-1.001244692,0.117188064
88-04-0,3.27,3.1227858,0.147214193,0.256814466,0.224296561
88-06-2,3.695,2.9231863,0.771813698,1.346425357,0.110582245
88-18-6,3.305,3.7510052,-0.446005173,-0.778053921,0.15775538
88-30-2,2.84,2.1178482,0.722151842,1.259790484,0.115397969
88-44-8,-0.67,0.7230559,-1.393055899,-2.430179448,0.553609432
88-51-7,-0.97,-0.04520975,-0.924790249,-1.61329223,0.241024773
88-58-4,2.44,3.238259,-0.798259077,-1.392559196,0.278876106
88-60-8,4.11,3.863026,0.246974096,0.430845146,0.133818776
88-69-7,2.88,2.625142,0.254857903,0.444598409,0.099800004
88-72-2,2.3,2.664222,-0.364222002,-0.635383565,0.117132239
88-73-3,2.38,2.6367915,-0.256791468,-0.447971505,0.062273877
88-74-4,1.645,2.240904,-0.595904093,-1.03955188,0.183127518
88-75-5,1.79,1.8582325,-0.068232498,-0.119031271,0.273995829
88-89-1,1.735,1.4278296,0.307170377,0.535857274,0.597604639
88-99-3,0.73,1.7729895,-1.042989511,-1.819490285,0.27601401
882-33-7,4.41,3.4735227,0.936477337,1.633680299,0.181368882
89-61-2,3.01,3.0546935,-0.04469346,-0.077967531,0.093498649
89-63-4,2.72,2.3788555,0.341144533,0.59512503,0.081921485
89-72-5,3.27,3.3019366,-0.031936626,-0.055713294,0.131014131
89-79-2,2.4,2.1983674,0.201632643,0.351747195,0.226817585
89-83-8,3.3,2.9568408,0.343159246,0.598639687,0.10975365
89-98-5,2.33,3.223552,-0.893551989,-1.558797231,0.27894652
90-00-6,2.47,2.842026,-0.372025995,-0.648997595,0.099616454
90-02-8,1.81,1.5177877,0.292212305,0.509762988,0.281065939
90-04-0,1.18,1.9044087,-0.724408693,-1.26372755,0.131388088
90-05-1,1.32,1.0614508,0.258549161,0.451037792,0.128794966
90-13-1,4,3.6210823,0.378917694,0.661020131,0.057806605
90-15-3,2.85,3.2545178,-0.404517794,-0.705679384,0.37281223
90-43-7,3.127,3.6919136,-0.564913605,-0.98548912,0.149621743
90-44-8,3.66,3.9274492,-0.267449226,-0.466563914,0.348277624
91-10-1,1.15,1.0989139,0.051086092,0.089119447,0.456943407
91-16-7,1.6,1.2633455,0.33665452,0.587292223,0.286000483
91-17-8,4.7,4.683381,0.016618919,0.028991626,0.272502013
91-20-3,3.317,3.9121172,-0.595117243,-1.038179224,0.124003311
91-22-5,2.04,2.2503521,-0.210352144,-0.366958324,0.275563547
91-23-6,1.73,1.587385,0.142614942,0.248791093,0.151453094
91-57-6,3.86,3.9730117,-0.113011732,-0.197148434,0.09917635
91-80-5,2.87,2.8722563,-0.002256279,-0.003936068,0.298320564
915-30-0,6.3,6.109758,0.1902421,0.331876446,0.474050859
915-67-3,-5.13,-3.7907517,-1.339248304,-2.336312352,0.487880271
92-52-4,3.727,3.9316554,-0.204655407,-0.357020392,0.268653679
92-69-3,3.2,3.78336,-0.583360004,-1.017668777,0.200052688
926-57-8,2.84,1.5504572,1.289542761,2.249601266,0.121079687
93-11-8,2.207,2.346447,-0.139446991,-0.243264618,0.102737545
93-51-6,1.2,1.5108702,-0.310870218,-0.54231163,0.137996588
93-53-8,1.96,2.1846256,-0.224625626,-0.391858345,0.348022184
93-55-0,2.19,2.6847055,-0.494705496,-0.863011405,0.299900804
93-58-3,2.12,2.2901971,-0.170197134,-0.296908098,0.057623996
93-89-0,2.64,2.7297492,-0.089749203,-0.156567061,0.080553931
930-28-9,2.7,1.8464266,0.853573394,1.489054761,0.130580218
930-55-2,-0.19,1.0434574,-1.233457389,-2.151760599,0.215615969
931-87-3,5,4.798653,0.201346874,0.351248673,0.208783888
933-75-5,3.785,2.7080457,1.076954279,1.878741662,0.082060129
